1,1.050000
2,2.120000
3,3.190000
4,4.050000
5,4.950000
6,5.970000
7,6.910000
8,7.800000
9,8.590000
10,9.590000
11,10.490000
12,11.380000
13,12.460000
14,13.500000
15,14.620000
16,15.640000
17,16.750000
18,17.700001
19,18.820000
20,19.920000
21,20.850000
22,21.910000
23,22.940001
24,23.900000
25,24.790001
26,25.650000
27,26.860001
28,27.990000
29,28.879999
30,29.940001
31,30.900000
32,32.000000
33,33.080002
34,34.150002
35,35.150002
36,36.080002
37,37.080002
38,37.919998
39,39.020000
40,40.230000
41,41.240002
42,42.299999
43,43.419998
44,44.419998
45,45.500000
46,46.310001
47,47.290001
48,48.119999
49,49.130001
50,50.380001
51,51.419998
52,52.180000
53,53.139999
54,54.160000
55,55.240002
56,56.310001
57,57.160000
58,58.009998
59,58.959999
60,59.970001
61,60.900002
62,61.730000
63,62.630001
64,63.639999
65,64.589996
66,65.580002
67,66.669998
68,67.610001
69,68.570000
70,69.500000
71,70.680000
72,71.830002
73,72.830002
74,73.900002
75,74.800003
76,75.860001
77,76.930000
78,78.010002
79,79.019997
80,80.220001
81,81.180000
82,82.139999
83,83.059998
84,83.989998
85,84.970001
86,85.800003
87,86.739998
88,87.690002
89,88.610001
90,89.580002
91,90.459999
92,91.400002
93,92.320000
94,93.269997
95,94.169998
96,95.250000
97,96.309998
98,97.160004
99,98.010002
100,99.000000
