1,3.370000
2,6.640000
3,10.270000
4,13.230000
5,16.650000
6,19.660000
7,22.520000
8,25.840000
9,28.910000
10,32.110001
11,35.200001
12,38.000000
13,41.060001
14,43.810001
15,46.310001
16,48.880001
17,51.400002
18,53.770000
19,56.029999
20,58.480000
21,60.770000
22,62.740002
23,64.760002
24,66.639999
25,68.550003
26,70.540001
27,72.000000
28,73.519997
29,74.980003
30,76.209999
31,77.349998
32,78.510002
33,79.269997
34,80.070000
35,80.910004
36,81.449997
37,82.050003
38,82.720001
39,83.300003
40,83.660004
41,83.989998
42,84.400002
43,84.940002
44,85.300003
45,85.690002
46,86.089996
47,86.349998
48,86.650002
49,86.919998
50,87.080002
51,87.400002
52,87.669998
53,88.010002
54,88.230003
55,88.410004
56,88.610001
57,88.879997
58,89.029999
59,89.339996
60,89.559998
61,89.849998
62,90.120003
63,90.410004
64,90.660004
65,90.889999
66,91.099998
67,91.360001
68,91.580002
69,91.830002
70,92.029999
71,92.309998
72,92.510002
73,92.690002
74,92.879997
75,93.050003
76,93.330002
77,93.559998
78,93.739998
79,94.040001
80,94.209999
81,94.459999
82,94.739998
83,94.980003
84,95.230003
85,95.440002
86,95.690002
87,95.959999
88,96.190002
89,96.440002
90,96.639999
91,96.930000
92,97.199997
93,97.379997
94,97.589996
95,97.800003
96,98.120003
97,98.320000
98,98.480003
99,98.739998
100,99.000000
