1,1.010000
2,2.050000
3,3.100000
4,4.030000
5,5.090000
6,5.720000
7,7.090000
8,7.980000
9,8.730000
10,10.030000
11,10.950000
12,11.870000
13,12.770000
14,13.720000
15,14.260000
16,15.550000
17,16.459999
18,18.170000
19,18.700001
20,19.639999
21,20.370001
22,21.469999
23,22.400000
24,23.270000
25,23.879999
26,25.820000
27,26.990000
28,27.340000
29,28.629999
30,29.010000
31,30.530001
32,31.330000
33,31.990000
34,33.169998
35,33.880001
36,35.630001
37,35.959999
38,37.630001
39,38.189999
40,39.320000
41,40.470001
42,41.509998
43,42.080002
44,43.090000
45,44.849998
46,45.000000
47,46.480000
48,47.090000
49,48.639999
50,49.549999
51,50.090000
52,50.520000
53,52.169998
54,53.180000
55,53.889999
56,55.139999
57,56.090000
58,57.500000
59,57.560001
60,58.560001
61,59.310001
62,60.770000
63,61.910000
64,62.279999
65,63.790001
66,64.989998
67,65.959999
68,66.250000
69,67.139999
70,68.089996
71,69.059998
72,71.089996
73,71.180000
74,72.639999
75,73.180000
76,74.449997
77,75.639999
78,76.599998
79,77.269997
80,78.410004
81,79.959999
82,80.510002
83,81.010002
84,82.220001
85,83.360001
86,84.599998
87,84.510002
88,86.010002
89,87.129997
90,88.180000
91,88.860001
92,89.290001
93,91.220001
94,92.019997
95,91.739998
96,92.440002
97,93.769997
98,94.680000
99,95.209999
100,95.680000
