1,0.000000
2,0.000000
3,0.000000
4,0.000000
5,0.000000
6,0.000000
7,0.000000
8,0.000000
9,0.000000
10,0.000000
11,0.000000
12,0.010000
13,0.010000
14,0.090000
15,0.100000
16,0.170000
17,0.270000
18,0.350000
19,0.460000
20,0.530000
21,0.800000
22,1.140000
23,1.330000
24,1.510000
25,2.020000
26,2.060000
27,2.590000
28,3.120000
29,3.420000
30,3.540000
31,4.230000
32,4.680000
33,5.390000
34,6.190000
35,6.640000
36,7.530000
37,8.270000
38,8.470000
39,9.820000
40,10.710000
41,11.040000
42,12.080000
43,12.710000
44,13.960000
45,14.910000
46,15.800000
47,17.120001
48,17.690001
49,18.879999
50,19.540001
51,20.580000
52,22.040001
53,23.350000
54,24.299999
55,25.469999
56,26.990000
57,27.990000
58,28.850000
59,30.930000
60,32.009998
61,33.560001
62,34.430000
63,35.240002
64,36.740002
65,38.400002
66,39.340000
67,40.950001
68,42.060001
69,44.330002
70,46.180000
71,47.080002
72,48.509998
73,49.720001
74,52.080002
75,53.740002
76,55.299999
77,56.180000
78,58.099998
79,59.430000
80,61.799999
81,63.250000
82,64.919998
83,66.650002
84,68.599998
85,70.320000
86,71.669998
87,73.480003
88,75.589996
89,76.919998
90,78.580002
91,80.830002
92,82.550003
93,83.930000
94,84.639999
95,87.470001
96,88.900002
97,90.970001
98,93.000000
99,93.860001
100,95.739998
