1,3.370000
2,6.590000
3,9.500000
4,13.090000
5,16.090000
6,19.290001
7,21.860001
8,25.010000
9,27.920000
10,30.549999
11,34.130001
12,35.389999
13,38.200001
14,40.360001
15,41.709999
16,45.310001
17,46.080002
18,48.849998
19,51.060001
20,52.180000
21,53.599998
22,56.310001
23,57.430000
24,58.779999
25,59.560001
26,61.389999
27,62.990002
28,64.410004
29,65.019997
30,66.120003
31,66.889999
32,68.250000
33,69.620003
34,69.309998
35,70.769997
36,71.790001
37,72.820000
38,73.209999
39,74.599998
40,74.580002
41,75.540001
42,75.779999
43,76.900002
44,77.930000
45,78.339996
46,78.190002
47,79.220001
48,79.379997
49,80.750000
50,80.300003
51,80.779999
52,81.849998
53,81.970001
54,82.660004
55,82.959999
56,83.300003
57,84.180000
58,84.580002
59,84.680000
60,85.300003
61,85.820000
62,85.680000
63,86.260002
64,86.760002
65,87.169998
66,87.050003
67,87.309998
68,88.580002
69,88.599998
70,89.279999
71,89.220001
72,89.610001
73,89.870003
74,90.519997
75,91.260002
76,91.000000
77,90.839996
78,91.750000
79,90.989998
80,91.730003
81,92.720001
82,93.089996
83,93.269997
84,93.320000
85,93.800003
86,93.750000
87,94.209999
88,94.629997
89,94.250000
90,94.650002
91,95.180000
92,95.279999
93,95.110001
94,95.839996
95,95.379997
96,95.860001
97,95.820000
98,96.339996
99,96.540001
100,97.110001
