1,0.940000
2,2.020000
3,3.040000
4,4.100000
5,5.130000
6,6.110000
7,7.050000
8,7.990000
9,9.040000
10,10.040000
11,11.040000
12,11.940000
13,12.790000
14,13.910000
15,14.880000
16,15.930000
17,16.930000
18,17.830000
19,18.790001
20,19.690001
21,20.879999
22,21.740000
23,22.770000
24,23.740000
25,24.650000
26,25.680000
27,26.760000
28,27.719999
29,28.670000
30,29.639999
31,30.510000
32,31.490000
33,32.410000
34,33.349998
35,34.279999
36,35.320000
37,36.419998
38,37.320000
39,38.340000
40,39.310001
41,40.419998
42,41.509998
43,42.509998
44,43.480000
45,44.650002
46,45.549999
47,46.470001
48,47.660000
49,48.740002
50,49.830002
51,50.720001
52,51.669998
53,52.439999
54,53.419998
55,54.430000
56,55.450001
57,56.529999
58,57.689999
59,58.580002
60,59.590000
61,60.240002
62,61.090000
63,62.150002
64,63.169998
65,64.300003
66,65.309998
67,66.410004
68,67.400002
69,68.339996
70,69.769997
71,70.639999
72,71.720001
73,72.709999
74,74.040001
75,75.029999
76,75.949997
77,76.529999
78,77.709999
79,78.699997
80,79.750000
81,80.580002
82,81.750000
83,82.699997
84,83.639999
85,84.480003
86,85.470001
87,86.589996
88,87.529999
89,88.410004
90,89.419998
91,90.309998
92,91.309998
93,92.320000
94,93.300003
95,94.410004
96,95.160004
97,96.300003
98,97.290001
99,98.150002
100,99.000000
